apogee_id,param_m_h,param_m_h_err,param_alpha_m,param_alpha_m_err,glat
2M17580044-2337293,-9999,-1,-9999,-1,0.323600435273
2M17581412-2402224,-9999,-1,-9999,-1,0.0710546960605
2M17582827-2353133,-9999,-1,-9999,-1,0.100620182009
2M17585762-2322006,-9999,-1,-9999,-1,0.263154147751
2M17590303-2333187,-9999,-1,-9999,-1,0.151288491224
2M17591055-2320130,-9999,-1,-9999,-1,0.235157651894
2M17591155-2359530,-9999,-1,-9999,-1,-0.0976122484279
2M17591456-2353227,-9999,-1,-9999,-1,-0.0535270118244
2M17592272-2323253,-9999,-1,-9999,-1,0.168188039118
2M17592384-2405082,-9999,-1,-9999,-1,-0.181794575232
2M17533455-2644569,0.1648513,0.02343336,-0.02478449,0.01061573,-0.384158013401
2M18013872-2154407,0.4352998,0.02505565,-0.02809146,0.00896104,0.448366184021
2M17533701-2525544,-9999,-1,-9999,-1,0.27613656552
2M17534817-2522157,0.2724436,0.02352826,-0.002659276,0.009543732,0.270736461397
2M17542367-2513184,0.2004493,0.02460418,-0.01937516,0.009729895,0.231013290107
2M17553457-2520385,-9999,-1,-9999,-1,-0.0612986839589
2M05440113+2915530,-0.4807039,0.03497062,0.04628489,0.01706104,-0.126458613376
2M05443849+2910057,-0.5794715,0.03585996,0.07905301,0.02027104,-0.0611695140627
2M05455941+2835496,-0.05473013,0.03041107,0.03112333,0.01271254,-0.107200349726
2M05470559+2906165,0.190162,0.02712262,0.004961365,0.01105403,0.362758730099
2M05474302+2756574,-0.1397702,0.03162404,0.04173614,0.0140546,-0.118271121379
2M05484927+2828519,-0.1024053,0.03180179,0.009865394,0.01341947,0.364609016211
2M17531355-2522352,-9999,-1,-9999,-1,0.380293190281
2M17534200-2544499,-9999,-1,-9999,-1,0.100014698623
2M00203679+6302548,-0.1105311,0.02845258,0.02363128,0.01236599,0.385686980061
2M00240351+6227079,-9999,-1,-9999,-1,-0.251313819451
2M00253507+6218416,-0.3936493,0.02975018,0.02168671,0.01444434,-0.409430844756
2M00284314+6222378,-0.1519898,0.03068634,0.05190549,0.01455868,-0.378342710701
2M00292306+6224523,-9999,-1,-9999,-1,-0.347811649889
2M21090693+4708343,0.05504396,0.02893014,0.05113538,0.01258445,-0.453033917528
2M21091032+4826204,0.2950266,0.02672264,0.04923182,0.0105495,0.420100605616
2M21094645+4723238,0.2079301,0.02848594,0.01777744,0.01084561,-0.367058830247
2M21100541+4815226,-0.09846365,0.03065676,0.07636687,0.01327929,0.183974424669
2M21114798+4754082,-0.08973216,0.02810033,0.03366699,0.01214293,-0.266363701949
2M21115479+4829116,0.04404119,0.02723156,-0.0005057384,0.01126797,0.120364315631
2M21121114+4829340,0.2271773,0.02765817,0.02344289,0.01052081,0.0917777414547
2M20185167+3609277,0.3368844,0.0266431,0.0003041597,0.009774975,0.0878010374859
2M20191243+3648321,0.09646925,0.02785674,0.07170221,0.01134637,0.39766071344
2M20192511+3636177,0.05514468,0.02665862,0.01505688,0.01098261,0.247551261649
2M20195251+3639578,-0.07468891,0.02634538,-0.003211295,0.01153554,0.206519382129
2M20201363+3706530,-9999,-1,-9999,-1,0.402534229289
2M20234910+3718335,0.3697173,0.02488039,0.09678637,0.0105054,-0.0737734265289
2M22261240+5756428,0.1684202,0.02749616,0.08210275,0.01186038,0.334110314005
2M17443315-2830321,0.5371673,0.02035263,-0.0225007,0.008422193,0.422681585574
2M17451996-2904322,-9999,-1,-9999,-1,-0.0190148814759
2M17452082-2913424,-9999,-1,-9999,-1,-0.10140864694
2M17452785-2901093,-9999,-1,-9999,-1,-0.0141442730356
2M17454485-2859356,-9999,-1,-9999,-1,-0.0534570456461
2M17454896-2839552,0.2744234,0.02726963,-0.000651571,0.01101223,0.104475809437
2M17455419-2851372,-9999,-1,-9999,-1,-0.0133562400249
2M18284771-1013354,-9999,-1,-9999,-1,0.311536885852
2M18310013-0951504,0.1257634,0.02458536,-0.006890295,0.01006922,-0.00181640532073
2M18315170-0942498,-0.3897748,0.02912684,0.008962639,0.01600833,-0.120083960423
2M18330088-0925362,-9999,-1,-9999,-1,-0.239568657638
2M18340438-0911417,0.2641735,0.02462864,0.006040806,0.010426,-0.364325117112
2M17593767-2401482,-9999,-1,-9999,-1,-0.199773781848
2M17594231-2319481,-9999,-1,-9999,-1,0.133226653504
2M17594364-2405173,-9999,-1,-9999,-1,-0.248366638189
2M17595805-2334043,-9999,-1,-9999,-1,-0.0372572666774
2M18002378-2341141,-9999,-1,-9999,-1,-0.181791369208
2M18062615-2032524,-9999,-1,-9999,-1,0.145773860051
2M18063294-2027277,-9999,-1,-9999,-1,0.166670098533
2M18431108-0330142,-0.3760148,0.02903229,0.0131987,0.01412679,0.235849255934
2M18433506-0338263,0.2193662,0.02468034,-0.02994294,0.01080563,0.0846520144574
2M18453169-0200154,0.3747356,0.02678212,-0.01347149,0.009847804,0.400332864616
2M18453435-0332376,0.4996381,0.02441275,-0.04998158,0.008558683,-0.312394799571
2M18453452-0329506,-9999,-1,-9999,-1,-0.291855382821
2M03243944+5722221,-0.3957008,0.03414338,0.08229204,0.01603256,0.428386020339
2M03245215+5647242,0.2837856,0.02662401,0.009095917,0.009984714,-0.0416804410984
2M03263821+5649498,-0.1028379,0.02865689,0.1686806,0.01392205,0.126226624921
2M03272385+5649183,0.09179032,0.02856045,0.05797772,0.01140141,0.177133295592
2M03302275+5558356,-0.03826638,0.02950882,0.04201667,0.01233819,-0.28770393057
2M04351537+4727272,-1.597782,0.05723595,-0.8148493,0.04655359,-0.053350236545
2M04352243+4806406,-0.4023859,0.03256102,0.08911812,0.01580222,0.402664387096
2M18425245-0342552,0.1618663,0.023865,-0.02858851,0.01120486,0.208097718999
2M04380514+4640432,-0.1363965,0.02863732,0.04926773,0.01256232,-0.220030790443
2M04431132+4602128,-0.1299013,0.02936864,0.008163894,0.01488994,0.0140951465961
2M05241928+3545272,-9999,-1,-9999,-1,-0.0863436216155
2M05244926+3455444,-0.295115,0.03280848,0.0819082,0.01524976,-0.468112857299
2M05272543+3510295,-0.4359466,0.03373765,0.1280473,0.01786957,0.110999005445
2M05273399+3548231,-0.2346732,0.03244225,0.104394,0.0149834,0.486473165293
2M17400833-3123253,-9999,-1,-9999,-1,-0.283482202519
2M17422726-2951446,-0.6563832,0.0323942,0.2007192,0.01872528,0.102090126166
2M17432901-3009511,-0.8494258,0.03339907,0.1649967,0.02184412,-0.246126429125
2M17513145-2629044,-9999,-1,-9999,-1,0.145229989531
2M17513950-2719399,0.1398737,0.02824326,0.01445747,0.01108203,-0.311046137924
2M17520474-2653413,-9999,-1,-9999,-1,-0.17070230031
2M17524193-2658010,-9999,-1,-9999,-1,-0.326323415841
2M19435784+2426460,0.4034668,0.02480214,0.0634913,0.009784008,0.265736689444
2M19440050+2433485,0.420774,0.02356871,0.04921544,0.009581413,0.31554328654
2M19444376+2400312,0.05878421,0.02716414,0.00115689,0.01112445,-0.103900577143
2M19444976+2336468,0.2974992,0.02346835,-0.017823,0.009032506,-0.321524473776
2M19445988+2455367,0.2043514,0.02510842,0.05617338,0.0105861,0.302445372517
2M19452723+2401510,0.2551931,0.02561921,0.005150288,0.009810955,-0.236013901174
2M19452737+2355115,0.5110402,0.02271143,0.0505089,0.008975361,-0.292069790459
2M19453003+2335459,0.04472218,0.02539306,-0.008664295,0.01066236,-0.463114206984
2M19465049+2431400,0.3461362,0.02506942,0.04239716,0.01043693,-0.259892243874
2M19471128+2440443,0.1671779,0.02767065,0.05825011,0.01230915,-0.251818839447
2M19471879+2509057,0.06709692,0.02484992,-0.005798455,0.01173616,-0.038140115566
2M06040871+2228582,-9999,-1,-9999,-1,0.336980897552
2M06313792+0936584,-0.03875301,0.02720016,-0.008871167,0.01220774,0.0249265410202
2M23570514+6229297,-9999,-1,-9999,-1,0.279221893255
2M05161562+3834363,-0.0139797,0.03044486,0.003292357,0.01250914,0.207640334222
2M05175725+3735100,-0.1086376,0.03077957,0.06278072,0.01312223,-0.0936007184329
2M05180612+3754131,-0.3410008,0.03051439,0.07288527,0.01437125,0.113333601898
2M17573277-2354425,-9999,-1,-9999,-1,0.271280439046
2M17585304-2317296,-9999,-1,-9999,-1,0.315890258102
2M17585395-2333512,-9999,-1,-9999,-1,0.176832773082
2M17590168-2402072,-9999,-1,-9999,-1,-0.0836385320821
2M18034673-2117159,0.1151394,0.02414596,-0.004087295,0.01071819,0.324426186893
2M18035846-2211366,0.3582749,0.02391259,0.03150425,0.008924695,-0.160271421012
2M18041386-2227038,0.4757274,0.02484386,0.001081292,0.009695683,-0.338465713118
2M18050021-2128035,-9999,-1,-9999,-1,-0.0122575260747
2M06375021+0557071,0.04970048,0.03019842,0.008976815,0.01222112,-0.298909917021
2M06180143+1613050,-0.4270815,0.03258512,0.02143052,0.0170952,0.183459392438
2M06190226+1558088,-0.7108675,0.03367054,0.0210727,0.01814461,0.28015168867
2M06203460+1534127,-0.07997814,0.02817236,0.01980755,0.01211735,0.418217648151
2M07315083-1852211,-0.1078263,0.02923763,0.02732197,0.0128972,0.0128343861138
2M07321306-1921288,0.2258247,0.02750387,0.01043466,0.01048188,-0.144617800935
2M17525353-2523416,-0.5693613,0.03136365,0.1186767,0.01624239,0.435842904584
2M17525591-2533537,-9999,-1,-9999,-1,0.341691745385
2M17534200-2544499,0.2632656,0.02375023,-0.0130704,0.009243268,0.100014698623
2M17535475-2537533,-9999,-1,-9999,-1,0.11739307079
2M17540950-2507488,-9999,-1,-9999,-1,0.323431340436
2M17542527-2519152,0.1803031,0.02545347,0.002020293,0.01006787,0.175657470931
2M17544220-2501109,-9999,-1,-9999,-1,0.272873358068
2M17555774-2521209,-0.5782778,0.03127421,0.0720667,0.01629016,-0.142585498554
2M05435703+2918065,-0.1797533,0.03207904,0.0456923,0.0144217,-0.119732713394
2M05441444+2927037,-0.1608374,0.03165727,0.0343722,0.01445684,0.012291065979
2M05442208+2906425,-0.3869089,0.03419012,0.08753163,0.01759027,-0.141618252038
2M05444483+3007467,-0.4401731,0.03509402,0.1074205,0.01668631,0.460899456509
2M05493433+2807137,-0.06569869,0.02918809,0.03034227,0.01354568,0.32077714796
2M17532641-2521054,-9999,-1,-9999,-1,0.351259697063
2M17533468-2523551,-9999,-1,-9999,-1,0.300497607175
2M17533545-2540097,-9999,-1,-9999,-1,0.160670043868
2M00224300+6218350,0.3364915,0.02546967,0.02118207,0.009447146,-0.376027918764
2M00242511+6212321,0.04209406,0.02972177,0.1151138,0.0132497,-0.497641955553
2M00251427+6252253,-0.07379982,0.0307733,0.03720082,0.01293066,0.15387248849
2M00280622+6230294,-0.3151445,0.03260908,0.03866284,0.01763102,-0.241519721007
2M00291687+6313339,-0.3074936,0.0314062,0.04123664,0.01556958,0.461743472505
2M00324179+6246091,0.1655517,0.02598719,0.06875247,0.01063975,-0.0244254749571
2M00341767+6244186,-0.1235946,0.03019643,0.07606426,0.01413528,-0.0677711879443
2M21093397+4830427,0.2479038,0.02738652,0.07264234,0.01059087,0.421684090221
2M21095223+4828540,0.270641,0.02583933,0.04665749,0.009837704,0.364194990116
2M21112478+4849291,0.1532047,0.02807686,0.01172789,0.01097161,0.412201527057
2M21120043+4847393,-0.3945271,0.0356787,0.09129593,0.01665858,0.320043388705
2M21122333+4825130,0.1216567,0.02837989,0.006129419,0.01231028,0.0175027107495
2M20194640+3550352,0.3570609,0.02522313,0.001221668,0.009298908,-0.242083793213
2M20232578+3640057,-0.07106877,0.02667223,0.02364824,0.01275356,-0.37807356945
2M22300987+5733588,-0.406178,0.03158655,0.09763438,0.01561913,-0.264276101906
2M17445959-2911152,-9999,-1,-9999,-1,-0.0141936967881
2M17452445-2810402,0.497791,0.02075077,-0.0257492,0.008750957,0.435124772981
2M17460531-2830553,-9999,-1,-9999,-1,0.131428555816
2M18304138-0946575,-9999,-1,-9999,-1,0.104063146519
2M18322473-0933350,-9999,-1,-9999,-1,-0.169224585824
2M18334454-0930408,-9999,-1,-9999,-1,-0.43780712862
2M17593680-2407388,-9999,-1,-9999,-1,-0.245376676023
2M17595127-2407279,-9999,-1,-9999,-1,-0.291615283756
2M17595390-2326374,-9999,-1,-9999,-1,0.0382467842679
2M18001185-2328594,-9999,-1,-9999,-1,-0.0409058173672
2M18001831-2339352,-9999,-1,-9999,-1,-0.150048529242
2M18431239-0327356,0.212294,0.02713772,0.03447625,0.01157358,0.251118264072
2M18444746-0346489,0.09697308,0.02853692,0.0176597,0.01271468,-0.246884777579
2M18451660-0156532,-9999,-1,-9999,-1,0.481858553333
2M18452263-0153484,0.3981828,0.02531459,0.02568472,0.009169162,0.48293901274
2M18452613-0318572,0.1105681,0.02502342,-0.04426529,0.01024278,-0.177937943117
2M18453248-0320005,-9999,-1,-9999,-1,-0.209467379526
2M18454391-0329048,0.5006432,0.02374811,-0.03594311,0.008505642,-0.320766104354
2M18455457-0209553,0.4266831,0.02416844,0.04771315,0.00945199,0.242027665718
2M18455908-0321429,-9999,-1,-9999,-1,-0.320900792809
2M01415785+6246372,-0.1104236,0.02745952,0.01318437,0.01203395,0.470008644747
2M03172702+5728108,-0.2105158,0.03016338,0.04698279,0.01348368,-0.0146106191357
2M03180077+5754532,0.03727073,0.02982733,0.0705247,0.01238672,0.402614397305
2M03191517+5735290,-9999,-1,-9999,-1,0.217206657688
2M03195353+5718019,0.09453034,0.02858396,0.06266704,0.01230994,0.0177437737512
2M04335674+4723545,-0.2291601,0.03258949,0.07329953,0.01541509,-0.256490248307
2M04382565+4736331,-0.5272622,0.03559888,0.1166308,0.01834163,0.445063013847
2M04392793+4615323,0.1479897,0.02727056,0.04375767,0.01149142,-0.322969197831
2M04405098+4705190,-9999,-1,-9999,-1,0.405291348286
2M04410406+4621094,-0.1948404,0.03013797,0.03665249,0.01539547,-0.0538251196369
2M04420445+4626574,-0.02661895,0.03089577,0.02677246,0.01271731,0.140311585401
2M05274210+3518377,-9999,-1,-9999,-1,0.233567056812
2M17472457-2723375,-0.7807641,0.03302771,0.2602667,0.02047001,0.464193703019
2M17473421-2746377,-9999,-1,-9999,-1,0.235273693447
2M17490124-2648510,-9999,-1,-9999,-1,0.456421599129
2M17501631-2641391,-9999,-1,-9999,-1,0.278461751942
2M17505193-2746470,-9999,-1,-9999,-1,-0.391015489693
2M17513841-2741285,-1.119568,0.03740662,0.1599167,0.0264393,-0.493100237283
2M19441785+2454387,0.2477421,0.02697772,-0.03288763,0.01160009,0.431962265782
2M19443745+2439319,0.2436595,0.0264761,0.06279847,0.0114317,0.241904605956
2M19461021+2357516,-0.1900698,0.02834726,0.1019531,0.01432367,-0.410892735231
2M19464395+2401445,0.3804922,0.02469873,0.04639969,0.009064301,-0.489415369335
2M19471326+2427130,0.4059317,0.02557899,0.02368515,0.01044804,-0.371835146409
2M19471470+2441223,0.08857187,0.02554784,-0.01247185,0.01048566,-0.257690218306
2M19474613+2448319,0.1812058,0.02415421,-0.02930339,0.00970704,-0.300191757962
2M06034267+2221095,0.1124424,0.02524788,-0.0103811,0.01028968,0.185643010454
2M06035591+2224330,-0.01864408,0.02999244,0.04812523,0.01239083,0.257839215786
2M06050693+2150114,0.1214534,0.02865098,0.02959841,0.01128953,0.215812572435
2M06060712+2138083,0.209792,0.02720397,0.04099612,0.01046352,0.320773873076
2M06061269+2148508,-0.4099444,0.03212514,0.05737091,0.01539204,0.426723519246
2M06295663+0934185,-9999,-1,-9999,-1,-0.364480090554
2M06312113+0858336,-0.4080836,0.03252137,0.06577574,0.01723509,-0.332375559226
2M23563600+6236080,-9999,-1,-9999,-1,0.399160862474
2M05140512+3930190,-0.2340983,0.03097546,0.02571831,0.01512396,0.405583263747
2M05173039+3753066,0.247899,0.02555721,0.08997111,0.01134216,0.00673359350902
2M05174929+3839070,-0.1978355,0.03027952,0.04657305,0.01448962,0.49989879012
2M05175023+3818141,0.06173914,0.02913586,-0.001606378,0.01172143,0.301606030391
2M17571946-2341115,-9999,-1,-9999,-1,0.428100429575
2M17574273-2334422,-9999,-1,-9999,-1,0.405384805061
2M17580161-2345020,-9999,-1,-9999,-1,0.256831533644
2M17582946-2326019,-9999,-1,-9999,-1,0.323021652274
2M17583476-2329037,-9999,-1,-9999,-1,0.280240619716
2M17584682-2332253,-9999,-1,-9999,-1,0.212340546979
2M17592603-2408529,-9999,-1,-9999,-1,-0.220092814263
2M18015769-2156054,0.3040799,0.02349283,-0.02519869,0.009009076,0.373014687905
2M18021315-2203004,0.1462699,0.02666384,0.03980792,0.0112321,0.264126764418
2M18022086-2154086,-9999,-1,-9999,-1,0.31113705582
2M18041390-2136544,0.5086471,0.02405946,-0.003623641,0.008433538,0.0718297896862
2M18084867-1909063,-0.5641711,0.0310495,0.0599817,0.01669996,0.336736724123
2M18102846-1841262,0.2249472,0.02485507,-0.003997562,0.009707142,0.215507665111
2M06371041+0603330,-9999,-1,-9999,-1,-0.396227324564
2M06184553+1516522,-9999,-1,-9999,-1,-0.10446234063
2M06184583+1508128,-0.2219348,0.03088716,0.04183457,0.01379683,-0.171653820468
2M06194755+1511520,0.02827005,0.02840815,0.07522503,0.01270955,0.0758498578001
2M06200080+1537228,-0.09752698,0.02916202,0.05129696,0.01253297,0.323499398671
2M06202176+1535508,0.03110234,0.02980638,0.09671008,0.0132437,0.385596313184
2M17525839-2531158,-9999,-1,-9999,-1,0.355950336065
2M17533332-2512275,-9999,-1,-9999,-1,0.401811864684
2M17534888-2523540,0.2213913,0.02395184,-0.01416859,0.009476083,0.25458829733
2M17535860-2514065,-9999,-1,-9999,-1,0.305730221336
2M17543891-2534351,-9999,-1,-9999,-1,0.00214702048294
2M17563214-2523297,-9999,-1,-9999,-1,-0.272508826871
2M17563418-2528049,-9999,-1,-9999,-1,-0.3175597631
2M05441354+3019145,-0.3515909,0.0325961,0.06972194,0.01758104,0.464836992373
2M05442244+2942068,0.03598529,0.02905682,0.02645239,0.01182281,0.168309273167
2M05462578+2858323,-0.08652534,0.03007614,0.0540052,0.014094,0.171901355672
2M05464534+2927536,-9999,-1,-9999,-1,0.486741440409
2M05490584+2801252,-0.1940917,0.03080409,0.05631434,0.01537017,0.181139093286
2M17534290-2519362,-9999,-1,-9999,-1,0.31030669126
2M00262413+6223267,0.101497,0.0285922,0.005053554,0.01256091,-0.339977564753
2M00292255+6230590,0.02888601,0.03050887,0.1463741,0.01266452,-0.246263958979
2M00330952+6310307,-0.1291467,0.02837478,0.007850259,0.01243639,0.376762713352
2M21090790+4800323,0.06461695,0.02518501,-0.008761295,0.01051174,0.133020159592
2M21100486+4841019,0.1321309,0.02792265,0.04810306,0.01190733,0.476389259544
2M21100816+4743589,-0.3762849,0.03040873,0.122843,0.01633745,-0.178130887981
2M21101994+4815439,0.04564105,0.02628013,0.01913049,0.01160074,0.158527689347
2M21110747+4831178,-9999,-1,-9999,-1,0.239571204464
2M21115265+4744571,0.1012297,0.02894792,-0.0007303404,0.01147435,-0.380823347335
2M21120148+4743202,-0.08332061,0.03093888,0.03986739,0.01303556,-0.41727700058
2M21120878+4741236,-0.03512263,0.02801709,0.0405084,0.01184302,-0.454402274068
2M21123480+4821594,-0.2252194,0.030758,0.04659294,0.01377158,-0.0425130799918
2M22284859+5738281,-9999,-1,-9999,-1,-0.106460735494
2M17434854-2914440,-9999,-1,-9999,-1,0.175658147784
2M17435729-2931465,-9999,-1,-9999,-1,-0.000304779882529
2M17451074-2907117,-9999,-1,-9999,-1,-0.0135011352564
2M17451131-2847002,-9999,-1,-9999,-1,0.160324273882
2M17451722-2847316,-9999,-1,-9999,-1,0.137366158337
2M17454777-2841177,-9999,-1,-9999,-1,0.0962589566832
2M17460025-2850117,-9999,-1,-9999,-1,-0.019886743017
2M17461496-2844173,-9999,-1,-9999,-1,-0.0145517926999
2M18283307-1006356,0.3339823,0.02387271,-0.03065712,0.009948553,0.418871485952
2M18284547-1020294,-9999,-1,-9999,-1,0.266258691898
2M18302274-1012104,-9999,-1,-9999,-1,-0.0227544070297
2M18324415-0937475,0.2665756,0.02569747,0.02725893,0.01118782,-0.2723632686
2M00054538+6234237,-9999,-1,-9999,-1,0.166713717686
2M17593726-2328150,-9999,-1,-9999,-1,0.0799210287517
2M17595680-2341540,-9999,-1,-9999,-1,-0.0979777044963
2M18001629-2352291,-9999,-1,-9999,-1,-0.250129703915
2M18442150-0352318,-0.1074172,0.02803439,0.05758797,0.01277695,-0.194393950667
2M18445629-0324506,0.1385097,0.02539529,0.003660934,0.01022491,-0.112340970725
2M18450095-0333015,-9999,-1,-9999,-1,-0.191842965503
2M18450782-0324434,0.3453029,0.02494757,0.05401194,0.01038073,-0.154071655564
2M18452006-0325224,-9999,-1,-9999,-1,-0.204336180539
2M18452075-0325483,0.5421468,0.02364432,-0.07405457,0.00821043,-0.210153367704
2M18452080-0324071,0.4226281,0.02475639,-0.04139935,0.008925572,-0.197515720507
2M18453028-0315113,-9999,-1,-9999,-1,-0.164651239399
2M18454556-0237377,-9999,-1,-9999,-1,0.0645782056881
2M18460025-0322127,0.5151321,0.02426573,-0.01330005,0.008466045,-0.328975309652
2M03163081+5745428,-9999,-1,-9999,-1,0.167348972385
2M03235637+5655337,-0.08413401,0.0305879,0.09673572,0.01429044,0.00180914550466
2M03242472+5653427,-0.08166612,0.02845416,0.07597588,0.01340214,0.0115439035679
2M04371987+4736027,-9999,-1,-9999,-1,0.302108381088
2M18421943-0337104,0.5062853,0.02361912,0.001602521,0.008841222,0.374022897498
2M05263721+3555166,-0.1955614,0.03200077,0.07045873,0.01402032,0.391236421559
2M05275181+3430480,0.5294487,0.0236264,0.01886971,0.008248088,-0.181859927609
2M05275544+3432523,-0.4599168,0.03336679,0.1143403,0.01765217,-0.152320633146
2M17393834-3013313,-1.006161,0.03544015,0.1277767,0.02397072,0.42678846916
2M17401291-3036086,0.3146251,0.02692301,0.01310971,0.00994335,0.121142706571
2M17410909-3022308,0.3598017,0.02608646,0.01556434,0.01005917,0.0705384282982
2M17411104-3005447,-9999,-1,-9999,-1,0.212499282825
2M17413178-3027450,-9999,-1,-9999,-1,-0.0448068137251
2M17413573-2949525,-9999,-1,-9999,-1,0.276735066108
2M17494216-2734045,0.5508146,0.02302478,0.03925678,0.008921461,-0.0613743891043
2M19441201+2410565,0.2448893,0.02642463,-0.06523494,0.01008761,0.0875193964703
2M19442629+2314454,-9999,-1,-9999,-1,-0.427282486031
2M19443876+2452552,-9999,-1,-9999,-1,0.349137930984
2M19452179+2412246,0.1855486,0.02555569,0.02906954,0.01122,-0.129923402481
2M19461817+2409144,0.1356494,0.02682175,-0.02299174,0.01069961,-0.341816672289
2M19462294+2454236,0.1141971,0.02651803,0.05169938,0.01187908,0.0207180194176
2M19462640+2358364,-0.7042647,0.03548276,0.2566847,0.0188372,-0.457955246624
2M19464176+2406370,0.1108773,0.02472292,0.02395645,0.01138921,-0.441340782383
2M19471441+2429496,0.1924382,0.02743299,0.02092626,0.0117349,-0.353704056407
2M19474578+2436581,0.4837561,0.02260309,0.03057978,0.009049013,-0.396320538255
2M06015934+2143193,-9999,-1,-9999,-1,-0.472434490429
2M06023457+2159540,-0.3473481,0.0337705,0.1263952,0.01734022,-0.217540934737
2M06040750+2233144,0.3300253,0.02590736,0.01671339,0.009595793,0.367854764256
2M06293998+1019262,-0.4932486,0.03188204,0.0677567,0.01585264,-0.0763318189899
2M06313691+0849216,-0.2720222,0.03042407,0.1991919,0.01392808,-0.34570066168
2M06325389+0924298,-0.4107879,0.03035529,0.0137119,0.01474182,0.205746169231
2M23575033+6240432,-0.04734779,0.0298565,0.03248518,0.01249636,0.444236537212
2M05133622+3940586,-0.04365917,0.02997002,0.00150378,0.01358181,0.434443260705
2M05135044+3842271,-0.4882353,0.03517958,0.139645,0.01853368,-0.0999496500719
2M05154849+3737332,-9999,-1,-9999,-1,-0.41708143142
2M17580009-2356193,-9999,-1,-9999,-1,0.16774262293
2M17581936-2321312,-9999,-1,-9999,-1,0.394033631878
2M17583592-2321258,-9999,-1,-9999,-1,0.339913067842
2M17590617-2333151,-9999,-1,-9999,-1,0.141396357858
2M17591085-2339461,-9999,-1,-9999,-1,0.071782371276
2M17591553-2330222,-9999,-1,-9999,-1,0.134324953528
2M18021580-2153233,-0.09313961,0.02973415,0.2079009,0.01276719,0.334349018965
2M18023136-2208065,-9999,-1,-9999,-1,0.160993340987
2M18031850-2158407,-9999,-1,-9999,-1,0.0800552032892
2M18043324-2138326,0.444982,0.02441039,0.0194963,0.008750532,-0.00685915477598
2M18055028-2132443,-9999,-1,-9999,-1,-0.219706004334
2M18093867-1907080,0.4260312,0.02418945,0.04916098,0.009756767,0.180412939983
2M18100375-1829227,0.2183416,0.02367093,-0.0345653,0.009468942,0.398009272008
2M18111379-1844391,-0.5790377,0.03048297,0.2272067,0.01748463,0.0329879949874
2M06355715+0629541,-0.6406505,0.03464823,0.04198028,0.01830486,-0.463852959042
2M06381730+0553388,-0.04058207,0.02881699,0.05449509,0.01240091,-0.225715420741
2M18391104-0553361,0.1439403,0.02731416,0.04258228,0.01224881,0.0282971257118
2M18392447-0626338,0.1973453,0.02602252,0.05725261,0.01187588,-0.272966203926
2M19575908+3004255,0.214435,0.02495822,-0.003748273,0.009779973,0.458310745807
2M19592948+2942476,0.0173032,0.02552166,-0.001887295,0.0108362,-0.00872149134317
2M17534189-2542219,-9999,-1,-9999,-1,0.121218961656
2M17541676-2509360,0.2597028,0.02570597,0.03734227,0.00981805,0.284748260516
2M17550659-2514599,-9999,-1,-9999,-1,0.0771758880841
2M17554432-2504173,-9999,-1,-9999,-1,0.0443120419233
2M05445644+2948436,-0.3838509,0.03209499,0.07797074,0.01662686,0.330750824179
2M05452339+2829265,-9999,-1,-9999,-1,-0.275151101832
2M05460873+2805509,-0.4892355,0.03179534,0.09538382,0.017215,-0.337917890265
2M17532159-2534068,-9999,-1,-9999,-1,0.256713071891
2M00202846+6238519,0.176854,0.02787749,0.04719757,0.01080614,-0.0103506188404
2M00225332+6214290,-9999,-1,-9999,-1,-0.446160247663
2M00330136+6246395,-0.02124672,0.02830771,0.07038793,0.01354733,-0.0187024749616
2M00343003+6229510,-0.5523938,0.03486234,0.07046422,0.01915868,-0.309807785402
2M00375599+6224337,-1.490415,0.04577824,0.1993396,0.03660652,-0.421251286006
2M21102383+4718514,-0.6205093,0.03354528,0.1375686,0.01994017,-0.495832653748
2M21110074+4822234,0.07058836,0.02831951,0.03803841,0.01290814,0.151676781241
2M21114219+4827239,0.151183,0.02844907,0.04144681,0.01176885,0.125203444763
2M21121345+4745256,0.1463206,0.02857324,-0.001956997,0.01115092,-0.417770122344
2M21124542+4905502,-0.1582736,0.03101507,0.03081152,0.01347598,0.438647525034
2M21132400+4820331,0.1103241,0.02893367,0.04403571,0.01255292,-0.157839042295
2M21135132+4841374,-0.02236244,0.02870333,0.01382271,0.01246522,0.0297623747628
2M20190766+3615296,-0.2052095,0.02922187,0.09001614,0.01503224,0.100099943871
2M20190971+3658141,0.2428562,0.02597512,0.02150618,0.009964961,0.496382747608
2M22230975+5704483,0.05184163,0.02778158,0.04467009,0.01134957,-0.181248131382
2M22293597+5814384,-0.3980978,0.02967405,0.01286671,0.01445616,0.355123156101
2M22322478+5815381,-0.4903166,0.03119472,0.09131815,0.01556987,0.179941695505
2M17443034-2907155,-9999,-1,-9999,-1,0.111345137314
2M17452905-2941123,-9999,-1,-9999,-1,-0.365839637014
2M17455095-2835211,-9999,-1,-9999,-1,0.137900560914
2M17455706-2855584,-9999,-1,-9999,-1,-0.0600717759431
2M17460119-2822397,-9999,-1,-9999,-1,0.215955166441
2M18293640-0936017,-9999,-1,-9999,-1,0.42500176181
2M18313296-1038479,-9999,-1,-9999,-1,-0.483203591439
2M18324695-0922439,0.1442204,0.02675186,0.01860839,0.01132955,-0.166668892203
