apogee_id,param_m_h,param_m_h_err,param_alpha_m,param_alpha_m_err,glat
2M18465804-0141042,-9999,-1,-9999,-1,0.226279510726
2M18470428-0132295,0.02925296,0.02544082,-0.0271842,0.01075433,0.268393835017
2M18472723-0142243,-9999,-1,-9999,-1,0.107943917376
2M05301161+3444095,-0.2775775,0.03247117,0.0871404,0.01467549,0.34061422127
2M05305772+3425549,-0.1620423,0.0303957,0.1499223,0.01506197,0.305491414104
2M05595434+2251454,0.02071959,0.02932328,0.02598044,0.01198126,-0.325583091384
2M06002628+2252111,-0.3535911,0.03384404,0.09934507,0.01641352,-0.215616415915
2M06004124+2243039,-0.07856797,0.03002151,0.05811024,0.01418057,-0.241167654765
2M06012919+2342141,-9999,-1,-9999,-1,0.40698217956
2M17385619-3020343,-9999,-1,-9999,-1,0.492528813363
2M19131743+1005136,0.4661196,0.02399492,0.02124784,0.009394188,-0.203785515944
2M19174348+1146271,-9999,-1,-9999,-1,-0.381859737679
2M18115746-1815106,0.2332289,0.02332947,-0.02805569,0.009733932,0.118129694628
2M18180496-1500065,0.1135303,0.02477399,-0.02143539,0.01017191,0.380626226436
2M18192268-1530028,-9999,-1,-9999,-1,-0.130746324405
2M18201295-1532141,0.5011847,0.02354285,0.0225633,0.008904029,-0.325856910061
2M18203837-1433023,0.3308687,0.02293303,-0.02966129,0.009112009,0.0491457951579
2M18225740-1435055,-0.3800286,0.02929843,0.004034705,0.01422626,-0.461793430775
2M18064829-1953249,-9999,-1,-9999,-1,0.390933732775
2M18071036-1958520,-9999,-1,-9999,-1,0.271161128973
2M18071080-2035487,-9999,-1,-9999,-1,-0.0301626391752
2M18074233-2037209,-9999,-1,-9999,-1,-0.150071646066
2M18074556-1958425,-9999,-1,-9999,-1,0.152017958103
2M21050470+4726352,-0.2978597,0.03135424,0.1808085,0.0169053,0.254948405469
2M21071510+4748545,0.3139402,0.0250057,0.06914624,0.01059468,0.233778701623
2M06351657+0800138,-9999,-1,-9999,-1,0.079874366997
2M07020751-0510010,-0.1266554,0.03054211,0.02132947,0.0131433,0.0145663980131
2M07022149-0512499,-9999,-1,-9999,-1,0.0446570222155
2M07031662-0500568,-9999,-1,-9999,-1,0.338758616124
2M19404850+2248302,-0.141727,0.02773853,0.01058595,0.01401309,0.0801664452748
2M19420789+2247307,0.2790121,0.02609337,0.06344156,0.01120413,-0.192976255025
2M19423345+2252008,0.04310669,0.02622669,0.01480036,0.01203684,-0.240935116582
2M19425666+2253312,-0.2183426,0.02762717,0.009141706,0.01271005,-0.305788165447
2M19430641+2235013,0.4389212,0.02405555,0.1295706,0.01007668,-0.49162359784
2M19432160+2407030,-0.226895,0.02767044,3.170595E-05,0.012775,0.221324896228
2M19433778+2246453,0.2510842,0.02626907,0.06873933,0.01110892,-0.498861970348
2M02211018+6053010,-0.4868234,0.03069813,0.0222377,0.0153982,-0.10997175117
2M02430073+6007171,-0.5620704,0.03119642,0.0370487,0.01613525,0.202186575313
2M05213288+3719285,-0.1587729,0.03055244,0.04766524,0.01538416,0.341252953752
2M05375614+3145293,-9999,-1,-9999,-1,0.0827819262322
2M05380246+3141000,-0.115124,0.0308763,0.05398397,0.01318949,0.0616700973632
2M05390684+3118398,-0.3721454,0.03380509,0.1282675,0.01630506,0.0561788059745
2M05515851+2633125,-0.2846786,0.03123486,0.03047388,0.01488605,-0.0231225426843
2M05532730+2546071,-0.3108451,0.03044984,0.003172304,0.01570844,-0.136526819862
2M05533814+2535351,-9999,-1,-9999,-1,-0.190504623855
2M05545285+2617587,0.2057686,0.02723373,0.05604683,0.0104896,0.408551394664
2M06090092+2026571,-0.248988,0.03298671,0.06905565,0.01467612,0.334216057969
2M06091390+1959177,0.1744086,0.02737569,0.007973837,0.01066827,0.155370434042
2M06093072+2002173,-9999,-1,-9999,-1,0.237138056509
2M05430876+2929070,-0.399122,0.03395401,0.08751085,0.01792244,-0.172573898392
2M20215435+3723325,-9999,-1,-9999,-1,0.285464129902
2M04052722+5241038,-0.03715139,0.02944488,0.05451566,0.01353569,0.297040262236
2M04060063+5215203,-0.09766264,0.03013352,0.07474203,0.01408897,0.0342977416774
2M19095777+0948231,-0.3506093,0.02985473,0.07350917,0.01418967,0.392789941465
2M19115544+0955482,0.1332775,0.02462498,-0.005805591,0.01112563,0.0215866389508
2M19120288+1028080,-9999,-1,-9999,-1,0.243967918044
2M19121104+0931471,-9999,-1,-9999,-1,-0.22050067165
2M18114696-1839139,-9999,-1,-9999,-1,-0.0382967262714
2M18124852-1845335,-9999,-1,-9999,-1,-0.302017966936
2M18172247-1531562,0.2870779,0.02442951,0.01982607,0.0102521,0.279411502232
2M18174164-1531064,-9999,-1,-9999,-1,0.218223033809
2M18180438-1518245,-9999,-1,-9999,-1,0.238126228761
2M18205843-1413419,-0.4885572,0.02965061,-0.0762503,0.01613942,0.129582719637
2M18213584-1451320,-9999,-1,-9999,-1,-0.300330537619
2M18461941-0130568,0.4840844,0.02446052,0.04786541,0.00997182,0.446475049364
2M18473248-0236306,0.4022527,0.02392561,-0.07147065,0.009351154,-0.322876697772
2M18474046-0133242,0.1978624,0.02642674,0.1144641,0.01112477,0.127387671666
2M18481567-0204166,0.4027293,0.02161622,-0.03558929,0.009446159,-0.237845443271
2M18484292-0155472,0.2386896,0.02478129,-0.02949611,0.01127467,-0.274302187194
2M05280140+3519118,-9999,-1,-9999,-1,0.293367428537
2M05282167+3500156,0.1376743,0.02508747,0.005117835,0.01013378,0.175695662414
2M06005261+2208108,0.01752759,0.02703363,0.03485751,0.01127478,-0.491484707977
2M06010160+2240590,-0.2179769,0.03182882,0.05554495,0.0140946,-0.190421058608
2M18072155-2041534,-9999,-1,-9999,-1,-0.116079381946
2M18080793-2011133,-9999,-1,-9999,-1,-0.0258290026837
2M18081169-1957043,-9999,-1,-9999,-1,0.0758221788786
2M18082085-2026460,-9999,-1,-9999,-1,-0.195758207598
2M18083152-2044214,-9999,-1,-9999,-1,-0.374398023797
2M18094019-2028152,-9999,-1,-9999,-1,-0.478727250872
2M21053758+4749289,0.08034669,0.02965546,0.01197506,0.01178941,0.442108183734
2M21060516+4736335,0.3490601,0.0250062,0.1148536,0.01073944,0.24022115897
2M21062325+4744260,-0.2561308,0.031723,0.1954862,0.01428594,0.290868232038
2M21072723+4707587,-0.0312079,0.03011897,0.0637491,0.01249597,-0.251750730928
2M06335225+0750594,-0.2997796,0.03236743,0.1025885,0.01667189,-0.299928682355
2M06335461+0758022,-0.4780108,0.03485583,0.05389804,0.01867587,-0.237128373592
2M06572726-0332376,-0.06244857,0.02856377,0.07666359,0.01376105,-0.278896589386
2M07010365-0358517,-0.3533856,0.03143731,0.08361313,0.01499285,0.32148922578
2M19412964+2318573,-9999,-1,-9999,-1,0.194098718834
2M19420602+2256276,0.1462282,0.02544353,-0.002675376,0.01142502,-0.112745499613
2M19424196+2240280,0.4587967,0.02466606,0.06792329,0.009687688,-0.364925513545
2M19431837+2426152,-9999,-1,-9999,-1,0.39130283283
2M22351759+5825576,-0.0419951,0.03116632,0.074607,0.01345899,0.138727660681
2M22352916+5800543,0.1943917,0.02827199,0.03976754,0.01084382,-0.236078184663
2M22353713+5805356,0.2718592,0.02722122,0.02772478,0.01072843,-0.177020165627
2M02265654+6030577,-0.3755479,0.03079434,0.1034738,0.01542085,-0.207142023671
2M02300700+6042483,-0.3165723,0.03281112,0.03674878,0.01503841,0.119028418912
2M02332553+5959129,0.04866009,0.02937972,0.03291008,0.01186047,-0.399374354949
2M05364673+3129145,0.07829756,0.02828718,0.01575682,0.01181742,-0.270302162074
2M05380637+3144173,-0.07286382,0.02948563,0.02811007,0.01348598,0.102706384913
2M05505442+2610239,0.099649,0.02979512,-0.0321391,0.0117375,-0.423011952612
2M05535732+2600276,-0.3225674,0.03115845,0.0392729,0.01449033,0.0816641732963
2M05570701+2429150,-0.3978583,0.0331377,0.08694024,0.01808254,-0.0672925461404
2M06064221+2006180,-9999,-1,-9999,-1,-0.306870042579
2M06083415+2015558,-0.3884986,0.033593,0.07402147,0.01700498,0.153722771043
2M06084245+1932235,-0.2932543,0.03165256,0.02365526,0.01448622,-0.169798912905
2M06092658+2032188,0.1110836,0.02828622,-0.01765987,0.01321672,0.465112082978
2M17544220-2501109,-9999,-1,-9999,-1,0.272873358068
2M17552983-2533326,-9999,-1,-9999,-1,-0.154268830551
2M17560558-2523449,-9999,-1,-9999,-1,-0.188222716892
2M17561375-2552248,-9999,-1,-9999,-1,-0.455102721778
2M17563574-2536538,-9999,-1,-9999,-1,-0.396448073196
2M05415716+2936186,-9999,-1,-9999,-1,-0.330094068772
2M05425778+3000122,0.02997813,0.0297412,0.01608474,0.01206501,0.0660028746937
2M03582572+5331396,-0.3811963,0.03198857,0.09159268,0.0151563,0.239174055636
2M03590597+5336162,-9999,-1,-9999,-1,0.362282393472
2M04001409+5330266,-0.1739255,0.02960787,0.03037092,0.01309079,0.398455632497
2M04040529+5305313,-9999,-1,-9999,-1,0.464582609406
2M04041544+5148105,-0.4692702,0.03457177,0.07508208,0.01782536,-0.4830200398
2M19414004+2349223,-9999,-1,-9999,-1,0.410634631275
2M19420266+2243528,-9999,-1,-9999,-1,-0.205538427164
2M19431143+2332004,-9999,-1,-9999,-1,-0.035760540124
2M19452146+2401147,-9999,-1,-9999,-1,-0.222046050396
2M18364312-0745475,0.459934,0.02423504,0.02936656,0.008814938,-0.286247919401
2M18364505-0752000,-0.09193882,0.02830255,0.1892223,0.0135343,-0.340876602635
2M19024143+0435383,-0.01762055,0.02579317,-0.02072549,0.01108727,-0.401980499059
2M19034019+0454472,0.1736795,0.02568691,0.03871557,0.01190248,-0.47263201991
2M19244111+1634348,0.09665445,0.02549312,-0.04264692,0.01043363,0.388514343474
2M19245301+1609248,0.09071391,0.02668923,-0.04357296,0.01221023,0.147871052585
2M19262433+1720382,-9999,-1,-9999,-1,0.390804814741
2M19264073+1724346,0.2687616,0.02727841,0.002825223,0.0103036,0.364661692476
2M19314583+1813448,0.2675612,0.02447128,-0.02344008,0.009426469,-0.305418838854
2M17461773-2846371,-9999,-1,-9999,-1,-0.0433974595313
2M18243905-1155533,0.4150694,0.02396271,0.001674105,0.008953621,0.416774505509
2M18263212-1123183,-0.3404824,0.02842038,0.124237,0.01582137,0.262261929923
2M18263293-1219480,-9999,-1,-9999,-1,-0.179541916432
2M18272755-1124031,-9999,-1,-9999,-1,0.0560913118402
2M18284530-1121567,0.3000345,0.02415701,0.007381652,0.00921081,-0.208779904737
2M20214434+3722306,-9999,-1,-9999,-1,0.302895313647
2M20235206+3805039,-9999,-1,-9999,-1,0.363420458226
2M20252267+3729486,-9999,-1,-9999,-1,-0.218922840627
2M04083674+5230174,-0.6294357,0.03720925,0.08680371,0.01961171,0.485549592629
2M04101946+5148484,-9999,-1,-9999,-1,0.154323644163
2M04110475+5138572,-0.1298191,0.03057802,0.05304042,0.0131753,0.113368343614
2M04114075+5129232,-0.3389506,0.03253654,0.0563657,0.01682708,0.0602535503056
2M19105244+1005420,0.4203208,0.02515512,0.06169575,0.009250031,0.327057725239
2M19112335+0949370,0.3234281,0.02371178,-0.04567339,0.01001417,0.090668083791
2M19114045+1042001,0.3223413,0.02298933,0.007931883,0.00996861,0.432398615434
2M19134250+1131332,-9999,-1,-9999,-1,0.37282415
2M19135242+1112086,0.09305662,0.02648567,-0.02171458,0.01209093,0.186784396792
2M19140631+1033047,0.2319547,0.02379154,0.01349835,0.010222,-0.165849258428
2M19140835+1050226,0.2565873,0.02569828,0.05739591,0.01064756,-0.0393580140958
2M18121772-1832575,-9999,-1,-9999,-1,-0.0945517375986
2M18124506-1831375,0.5204248,0.02367619,0.05013394,0.009183361,-0.178627835312
2M18130426-1838535,-9999,-1,-9999,-1,-0.303239296726
2M18141662-1801516,0.4955733,0.02446732,0.03390574,0.00981497,-0.259005518476
2M18165932-1529550,0.3413367,0.02272861,-0.03063804,0.009421445,0.377187248835
2M18194508-1431326,-9999,-1,-9999,-1,0.250404440846
2M18195526-1424258,-0.03765268,0.0258813,-0.007606295,0.01121767,0.270147456132
2M18200224-1418555,-9999,-1,-9999,-1,0.288631684188
2M18202254-1405380,0.04249903,0.02973402,0.04690866,0.01200022,0.320829500539
2M18212111-1515417,-9999,-1,-9999,-1,-0.437495233352
2M18461176-0244422,0.4395131,0.02322827,-0.04538019,0.008445462,-0.0862670982955
2M18462016-0312283,0.1704685,0.02536789,-0.003112544,0.01116699,-0.328581135046
2M18463030-0143587,0.5326098,0.02294762,-0.01423133,0.009051961,0.306976466635
2M18464874-0313477,-0.2326026,0.02725605,0.2078767,0.01398875,-0.444463164822
2M18471848-0125455,0.3861719,0.02395172,0.02283185,0.01005885,0.266962460533
2M18481613-0123447,0.4884637,0.0239397,-0.02030565,0.009676109,0.0685895896161
2M18483711-0209540,0.3847051,0.02543115,0.04261619,0.01029555,-0.360042744819
2M05281142+3518027,0.1241385,0.02793461,0.004973283,0.01106122,0.311060864301
2M05290013+3415219,0.1780859,0.02676266,0.04256595,0.01059824,-0.128972488648
2M05301459+3422331,0.06607231,0.02880859,0.02440723,0.0115999,0.150833917078
2M05305450+3410491,-0.2776616,0.03266826,0.05603433,0.01474428,0.158031718629
2M05594160+2252096,-0.1532677,0.02963642,0.01392356,0.01298769,-0.364690685276
2M18064835-1957373,-9999,-1,-9999,-1,0.356541508163
2M18070223-1954514,-9999,-1,-9999,-1,0.331516187741
2M18072010-2006169,-9999,-1,-9999,-1,0.177705386841
2M18072546-2034571,-9999,-1,-9999,-1,-0.073139248818
2M18073459-2006142,-9999,-1,-9999,-1,0.128530806054
2M18081329-2034093,-9999,-1,-9999,-1,-0.229739665231
2M18094032-2024348,-9999,-1,-9999,-1,-0.449534766338
2M19483244+2455544,-0.2514811,0.0288312,0.07979885,0.01498194,-0.389137773344
2M21073539+4728167,0.1966253,0.02750001,0.001605318,0.01172226,-0.0403178283623
2M21073939+4718241,0.2971464,0.02619103,0.03594317,0.01062856,-0.159821723765
2M07000312-0318530,0.1047302,0.02954942,0.05158909,0.01171954,0.402382463023
2M07011861-0401359,-9999,-1,-9999,-1,0.355915753794
2M07022011-0430510,-0.09126229,0.02990285,0.04694424,0.01329906,0.359964999346
2M19390115+2255296,-0.0943768,0.02671238,0.02769339,0.01292954,0.496200565801
2M19390342+2255349,0.09488227,0.02771288,0.04844078,0.01285507,0.489329865438
2M19402374+2328483,-9999,-1,-9999,-1,0.4943173254
2M19412990+2325532,0.157041,0.02637004,0.04066705,0.01154268,0.250434249457
2M19413366+2259411,-0.1745345,0.03026997,0.2066456,0.01455184,0.0217131332047
2M19422723+2241055,-0.6003599,0.03314063,0.1796754,0.01958004,-0.310577014134
2M19423361+2321223,0.1796035,0.0253517,-0.006352224,0.0104084,0.00156156069797
2M19430841+2242397,-9999,-1,-9999,-1,-0.434958882554
2M19431409+2243516,-9999,-1,-9999,-1,-0.443926484278
2M19431664+2317441,0.1060456,0.02881889,0.02302341,0.01141252,-0.1714335958
2M19432407+2430457,0.03667444,0.02841918,0.02591111,0.01270475,0.40995046689
2M02251951+6050400,-0.263958,0.0298863,0.1978761,0.01369247,0.0288498855019
2M02271579+6109558,-0.5644305,0.03315676,0.1267142,0.01816541,0.41268773294
2M02360491+6024160,-0.277177,0.03085632,-0.003116172,0.01411011,0.113469801279
2M02423924+5951027,-0.06018675,0.03108426,0.02093347,0.01295668,-0.0625931168504
2M05330162+3221136,-9999,-1,-9999,-1,-0.470718627911
2M05363874+3113000,-9999,-1,-9999,-1,-0.439847873889
2M05395992+3140436,-0.3418341,0.03157491,0.06026829,0.01705736,0.411548334583
2M05494745+2644432,-0.1842818,0.02949522,0.05254896,0.01310937,-0.344237434789
2M05561154+2529139,-0.1671093,0.03118987,0.0114866,0.01379169,0.253747213329
2M05573271+2433393,-0.3016319,0.0321774,0.07978824,0.01676472,0.0538222422288
2M05582603+2502530,-0.2970251,0.03256411,0.07521763,0.01673597,0.472124010848
2M06081069+1921169,0.2161501,0.02725922,0.02785473,0.01093153,-0.368766379913
2M06101092+1906389,-9999,-1,-9999,-1,-0.0730140704508
2M06102103+1943498,-0.3170108,0.03384042,0.06069193,0.01574019,0.26103274998
2M18300085-1055326,-9999,-1,-9999,-1,-0.278225618356
2M18302587-1104342,-9999,-1,-9999,-1,-0.438623076826
2M17534857-2511344,-9999,-1,-9999,-1,0.359742656269
2M17535011-2551198,-9999,-1,-9999,-1,0.0188686949135
2M17535021-2522161,-9999,-1,-9999,-1,0.264062157139
2M17535271-2520075,-9999,-1,-9999,-1,0.274054437047
2M17535759-2516453,-9999,-1,-9999,-1,0.286653420259
2M17541861-2515092,-9999,-1,-9999,-1,0.231867250916
2M17542502-2510424,-9999,-1,-9999,-1,0.248534566203
2M17542990-2502507,-9999,-1,-9999,-1,0.298942997531
2M17543047-2539061,-9999,-1,-9999,-1,-0.0085525043488
2M17544406-2511405,-9999,-1,-9999,-1,0.178436476358
2M17545373-2514582,-9999,-1,-9999,-1,0.119221867227
2M17552530-2543158,-9999,-1,-9999,-1,-0.221278919148
2M17560287-2529291,-9999,-1,-9999,-1,-0.227537010876
2M05423380+2956349,-0.3689594,0.03510574,0.07122885,0.01653157,-0.0393779098069
2M20255915+3757116,-9999,-1,-9999,-1,-0.0530547152597
2M18474801-0149427,0.5276321,0.02308745,0.03885255,0.00894969,-0.0245921138579
2M18475852-0112109,-9999,-1,-9999,-1,0.221797346531
2M05280272+3412310,-0.0329131,0.0301466,0.06837197,0.01251361,-0.319894534812
2M05292421+3448177,-9999,-1,-9999,-1,0.243320676026
2M05293561+3459592,-0.4884974,0.03492602,0.07235648,0.01838469,0.383401917963
2M05303777+3416382,-0.05393203,0.03120807,0.04613145,0.01296226,0.163160760068
2M06001748+2250127,-0.02509625,0.02904974,0.0295098,0.01212453,-0.261288479944
2M06003650+2340259,-0.03898399,0.02861968,0.1084627,0.0126449,0.217460915959
2M06010970+2335179,-0.2088999,0.03130603,0.07345816,0.01523086,0.285112660897
2M06011656+2332334,-0.3297983,0.03285241,0.07880095,0.01663073,0.285220361939
2M06012003+2354219,-0.1335521,0.02990464,0.06436806,0.01297017,0.476708136028
2M06014307+2239330,-0.2690496,0.03203478,0.06141426,0.01505944,-0.0637212782593
2M17371656-3053527,0.3281437,0.02292123,-0.002383295,0.008785669,0.49734933885
2M19121207+0950012,0.2918002,0.02474371,-0.05922582,0.009412249,-0.0835402304623
2M19130768+0959094,-9999,-1,-9999,-1,-0.215238740801
2M18121183-1810589,0.5306008,0.02292872,-0.02494686,0.008993153,0.101874054399
2M18131211-1739217,-9999,-1,-9999,-1,0.145153501908
2M18182244-1445456,0.2551208,0.02372183,-0.0108236,0.009273592,0.431909353176
2M18183450-1505550,-9999,-1,-9999,-1,0.230085836842
2M18195148-1455575,0.1250389,0.02520118,0.007651024,0.01028263,0.0355323386914
2M18202818-1504032,-9999,-1,-9999,-1,-0.158350139246
2M18214340-1446223,0.2787205,0.0253421,0.02146393,0.01017686,-0.286738470654
2M18065123-2010532,-9999,-1,-9999,-1,0.238949181285
2M18065185-2001355,-9999,-1,-9999,-1,0.312319259462
2M18072422-2010234,-9999,-1,-9999,-1,0.130272024891
2M18083092-1958019,-9999,-1,-9999,-1,0.00222611674615
2M21060802+4758486,-9999,-1,-9999,-1,0.483426213379
2M06594461-0422346,-0.3845613,0.03195355,0.01562691,0.01625239,-0.151358051626
2M07031622-0503266,-0.03963374,0.03065723,0.04446208,0.01271091,0.318226220244
2M19401331+2315531,0.08986542,0.02813249,0.1413983,0.01315737,0.422796119961
2M19402590+2241124,0.1552448,0.02578533,-0.0007943243,0.01150996,0.0956391914762
2M19413609+2309333,0.2526327,0.02559385,0.03891725,0.009813875,0.0950780018608
2M19420219+2404369,0.3912732,0.02569831,0.02716123,0.01026534,0.4632705199
2M19422707+2332131,0.2882376,0.02509142,0.01771957,0.0105568,0.113018587069
2M19423089+2359490,0.2990694,0.02586156,0.0162582,0.01080284,0.32877182079
2M19431217+2434322,0.4446313,0.02280579,0.003218742,0.008408493,0.48039150006
2M22373544+5827138,-0.3915447,0.03401155,0.07675877,0.01674314,0.00850316222438
2M02241101+6100299,-0.133195,0.03093226,0.05994742,0.01330798,0.133299841227
2M02283936+6107035,0.3642408,0.02567261,0.03128352,0.009397056,0.429256017341
2M02320647+6045500,0.0909577,0.02934235,0.04158719,0.01164293,0.257066974693
2M02343508+6026242,-0.09332957,0.0300121,0.07981546,0.01428939,0.0742695164762
2M02343613+6028217,-9999,-1,-9999,-1,0.105175920614
2M04580264+4216298,-9999,-1,-9999,-1,-0.341013449934
2M04583923+4204519,-0.04963539,0.03038557,0.02984926,0.01397607,-0.372837368796
2M05321327+3234095,-0.07932899,0.03028812,0.01534539,0.01280393,-0.495493098064
2M05365008+3202592,-0.07723904,0.02840682,0.09723677,0.01218048,0.0420296582982
2M05365399+3139547,-0.3792414,0.03210851,0.105318,0.01591475,-0.152982009812
2M05514943+2641143,-9999,-1,-9999,-1,0.0160595726047
2M05545689+2435453,-0.3089465,0.03108778,0.1088846,0.01652297,-0.43887409654
2M05554166+2422183,0.05680548,0.02824067,0.08393629,0.01146887,-0.405359914859
2M05554544+2528072,-9999,-1,-9999,-1,0.159590183326
2M05573938+2509314,0.05193318,0.02879961,0.03221431,0.01289674,0.375033393873
2M05575785+2510129,-0.3651581,0.03187377,0.03503931,0.01627105,0.441095899442
2M06101214+1944270,0.03044584,0.02741269,0.1024666,0.01263969,0.235486688122
2M17551084-2527212,-9999,-1,-9999,-1,-0.040568485389
2M17551350-2553405,-9999,-1,-9999,-1,-0.270581713463
2M17551905-2524317,-9999,-1,-9999,-1,-0.0434950692699
2M17552352-2512216,-9999,-1,-9999,-1,0.0442615657399
2M17553687-2523193,-9999,-1,-9999,-1,-0.0912709026625
2M17565063-2528148,-9999,-1,-9999,-1,-0.372465862028
2M05420916+3011423,-9999,-1,-9999,-1,0.017940375894
2M03572526+5314270,-0.2911491,0.02870783,0.01226271,0.01345833,-0.0767532516261
2M03591519+5330234,0.03219492,0.02930466,0.05223667,0.01191851,0.30265769406
2M04044235+5201580,-0.02488293,0.02894525,0.002428173,0.01355966,-0.265239661828
2M04054020+5240194,-0.400665,0.03315859,0.06292208,0.01703655,0.30971042093
2M04055031+5150148,-9999,-1,-9999,-1,-0.294628821994
2M04075363+5122199,-9999,-1,-9999,-1,-0.426034917391
2M04083716+5113170,-0.1007233,0.03068634,0.06075183,0.01304857,-0.461040705665
2M04085377+5134500,-0.4704495,0.03196618,0.123774,0.01788506,-0.166906936938
2M04092293+5137179,-0.3038459,0.03297182,0.07980627,0.01642462,-0.0856236187154
2M04123557+5155121,-9999,-1,-9999,-1,0.471051256235
2M18465806-0224549,0.483551,0.02278648,0.03220614,0.009392455,-0.107222385405
2M18470568-0159117,-9999,-1,-9999,-1,0.0601465499578
2M18470756-0127313,0.3603738,0.02327916,0.06466335,0.01018459,0.294042383358
2M18472471-0130526,0.4520928,0.02545161,0.00928838,0.009487441,0.204972015909
2M18480499-0216079,0.4218398,0.02544292,-0.005011908,0.009994188,-0.288400997865
2M18493604-0149047,0.3198828,0.02405908,-0.01771604,0.009870003,-0.420168453634
2M05281631+3427146,-0.1353285,0.0305146,0.03526092,0.01341023,-0.144787272279
2M05310827+3423201,0.1052973,0.02923935,0.03049879,0.01154296,0.312191815587
2M06002073+2347441,0.07887743,0.02883176,0.0013821,0.01324991,0.225675996255
2M06004828+2326279,-0.4297311,0.03276734,0.09545192,0.01575941,0.14103908041
2M19125570+1044311,0.2347108,0.02609395,-0.05531583,0.01066187,0.17876073765
2M19152065+1136293,-0.1700784,0.02767465,0.001672706,0.01242194,0.0562834817453
2M18115789-1839432,0.2582773,0.02387567,-0.0158022,0.009292396,-0.0800264230546
2M18141719-1825035,0.1406661,0.02486519,-0.0343703,0.01005889,-0.445826674177
2M18183619-1543429,0.3179416,0.02345967,0.01213031,0.009572773,-0.0741162637444
2M18194558-1509269,0.4887048,0.02340725,0.06388338,0.00931535,-0.04966844564
2M18195506-1540288,-9999,-1,-9999,-1,-0.32739830507
2M18071018-2042559,-9999,-1,-9999,-1,-0.0858304082506
2M18071507-2003572,-9999,-1,-9999,-1,0.213776192809
2M18072347-2020383,-9999,-1,-9999,-1,0.0497232031704
2M18075724-2041382,-9999,-1,-9999,-1,-0.235576233479
2M18081768-2023313,-9999,-1,-9999,-1,-0.158669621605
2M18084623-2017077,-9999,-1,-9999,-1,-0.204502664043
2M18085993-2018005,-9999,-1,-9999,-1,-0.258466611181
2M21080439+4739528,-0.2632444,0.03173931,0.07345841,0.01620229,0.0302840720342
2M06343471+0903432,0.2762178,0.02622436,0.03105436,0.009901095,0.413972041782
2M06351010+0835444,0.09753615,0.02874809,-0.001474685,0.01143131,0.328598786964
2M06570554-0333159,-0.5140605,0.03411693,0.0654959,0.01918333,-0.364129200264
2M19403839+2310482,-9999,-1,-9999,-1,0.297475111311
2M19411688+2252106,-0.3159987,0.02877554,0.08287158,0.01558861,0.0156974144644
2M19413506+2300088,0.1399505,0.02553768,-0.02073752,0.01054746,0.0208574413948
2M19424325+2252533,0.04777136,0.02534993,-0.0141589,0.01063657,-0.266358757665
2M19425211+2419119,-9999,-1,-9999,-1,0.419248652468
2M19431503+2405169,0.1159932,0.02722538,0.02877588,0.01185216,0.228328295991
2M22343736+5748514,0.1038845,0.02837708,0.01872364,0.01128884,-0.352902720059
2M02262850+6102550,0.1993712,0.02557433,0.0362919,0.01054322,0.269374984388
2M04585059+4211006,-0.2832961,0.03293618,0.0659291,0.01680099,-0.281811862028
2M05520307+2645391,0.1159412,0.02878409,0.004638658,0.01166014,0.0972255885669
2M05524505+2525040,-0.3103625,0.03245725,0.04596214,0.01710645,-0.451516855161
2M05525426+2557347,0.2389028,0.02679031,0.03065788,0.0102189,-0.146203720302
2M05534605+2506071,-9999,-1,-9999,-1,-0.4138622052
2M06063857+2018442,-0.03494655,0.02700205,0.0009214617,0.01151287,-0.218215989676
2M06095155+1953191,-0.2226775,0.02877855,-0.009155698,0.01307338,0.236224961
2M06100203+1958058,-0.1783456,0.03241525,0.02512039,0.01405732,0.310672668263
2M19124262+1006253,0.2764942,0.02350907,-0.0621913,0.009460705,-0.0680070967793
2M19134878+1049579,0.3178871,0.02473518,-0.008213446,0.00957881,0.0283814980026
2M19152201+1115544,0.2708007,0.02684536,-0.02110885,0.01010158,-0.108274222637
2M18165840-1523210,-9999,-1,-9999,-1,0.432435556689
2M18175429-1501295,0.4284703,0.02240572,-0.0302503,0.008268833,0.407506860934
2M18192203-1411326,-0.4220803,0.03125964,-0.07618657,0.01685057,0.489875040954
2M18192560-1514109,-0.2333037,0.02774927,0.02021471,0.0132274,-0.0161149287259
2M18204218-1421027,-9999,-1,-9999,-1,0.129781786571
2M18204328-1501149,0.2319805,0.02377423,-0.005757295,0.009489744,-0.189897215392
2M18204420-1521110,0.1770813,0.02341177,-0.0493193,0.01051163,-0.3497102345
2M18072764-1953335,-9999,-1,-9999,-1,0.255085141049
2M18073275-2031461,-9999,-1,-9999,-1,-0.07216804281
2M18075782-2045134,-9999,-1,-9999,-1,-0.266616341922
2M18075991-2043443,-9999,-1,-9999,-1,-0.261696242367
2M18092644-2027160,-9999,-1,-9999,-1,-0.423789835991
2M21044569+4741093,0.4172709,0.02348664,0.1051398,0.009920982,0.457122201667
2M21052722+4724296,0.04704397,0.02897723,0.07853305,0.01321492,0.184444596737
2M21065327+4714070,-0.2631797,0.03166666,0.09211535,0.01430885,-0.11175620729
2M21082454+4719132,-0.3194683,0.03281528,0.05943715,0.01505826,-0.244545079515
2M06583558-0432572,-0.1370607,0.027429,0.001037706,0.01216146,-0.485454605215
2M06594176-0503093,-0.3024131,0.03249497,0.08240808,0.01483823,-0.471010482953
